# Block registry dump
# Minecraft: 1.20.1
# Entries: 14254
# Generated: 2026-02-05T20:54:22.2041666-03:00

biomesoplenty:umbran_hanging_sign 11202
biomesoplenty:umbran_leaves 11186
biomesoplenty:umbran_log 11187
biomesoplenty:umbran_planks 11191
biomesoplenty:umbran_pressure_plate 11198
biomesoplenty:umbran_sapling 11185
biomesoplenty:umbran_sign 11200
biomesoplenty:umbran_slab 11193
biomesoplenty:umbran_stairs 11192
biomesoplenty:umbran_trapdoor 11197
biomesoplenty:umbran_wall_hanging_sign 11203
biomesoplenty:umbran_wall_sign 11201
biomesoplenty:umbran_wood 11188
biomesoplenty:violet 11224
biomesoplenty:watergrass 11254
biomesoplenty:waterlily 11233
biomesoplenty:webbing 11013
biomesoplenty:white_petals 11234
biomesoplenty:white_sand 10943
biomesoplenty:white_sandstone 10944
biomesoplenty:white_sandstone_slab 10946
biomesoplenty:white_sandstone_stairs 10945
biomesoplenty:white_sandstone_wall 10947
biomesoplenty:wildflower 11228
biomesoplenty:willow_button 11141
biomesoplenty:willow_door 11138
biomesoplenty:willow_fence 11136
biomesoplenty:willow_fence_gate 11137
biomesoplenty:willow_hanging_sign 11144
biomesoplenty:willow_leaves 11128
biomesoplenty:willow_log 11129
biomesoplenty:willow_planks 11133
biomesoplenty:willow_pressure_plate 11140
biomesoplenty:willow_sapling 11124
biomesoplenty:willow_sign 11142
biomesoplenty:willow_slab 11135
biomesoplenty:willow_stairs 11134
biomesoplenty:willow_trapdoor 11139
biomesoplenty:willow_vine 11125
biomesoplenty:willow_wall_hanging_sign 11145
biomesoplenty:willow_wall_sign 11143
biomesoplenty:willow_wood 11130
biomesoplenty:wilted_lily 11237
biomesoplenty:yellow_autumn_leaves 11024
biomesoplenty:yellow_autumn_sapling 11023
botania:abstruse_platform 9202
botania:agricarnation 9517
botania:agricarnation_chibi 9518
botania:alchemy_catalyst 9163
botania:alfheim_portal 9178
botania:animated_torch 9242
botania:apothecary_deepslate 9091
botania:apothecary_default 9080
botania:apothecary_desert 9086
botania:apothecary_forest 9081
botania:apothecary_fungal 9084
botania:apothecary_livingrock 9090
botania:apothecary_mesa 9088
botania:apothecary_mossy 9089
botania:apothecary_mountain 9083
botania:apothecary_plains 9082
botania:apothecary_swamp 9085
botania:apothecary_taiga 9087
botania:avatar 9236
botania:azulejo_0 9244
botania:azulejo_1 9245
botania:azulejo_10 9254
botania:azulejo_11 9255
botania:azulejo_12 9256
botania:azulejo_13 9257
botania:azulejo_14 9258
botania:azulejo_15 9259
botania:azulejo_2 9246
botania:azulejo_3 9247
botania:azulejo_4 9248
botania:azulejo_5 9249
botania:azulejo_6 9250
botania:azulejo_7 9251
botania:azulejo_8 9252
botania:azulejo_9 9253
botania:bellethorn 9487
botania:bellethorn_chibi 9488
botania:bellows 9197
botania:bergamute 9493
botania:bifrost 9172
botania:bifrost_pane 9441
botania:bifrost_perm 9173
botania:black_buried_petals 8955
botania:black_double_flower 9019
botania:black_floating_flower 8971
botania:black_mushroom 9003
botania:black_mystical_flower 8923
botania:black_pavement 9320
botania:black_pavement_slab 9322
botania:black_pavement_stairs 9321
botania:black_petal_block 8987
botania:black_shiny_flower 8939
botania:blaze_block 9261
botania:blaze_quartz 9292
botania:blaze_quartz_pillar 9294
botania:blaze_quartz_slab 9295
botania:blaze_quartz_stairs 9296
botania:blue_buried_petals 8964
botania:blue_double_flower 9028
botania:blue_floating_flower 8980
botania:blue_mushroom 9012
botania:blue_mystical_flower 8932
botania:blue_pavement 9323
botania:blue_pavement_slab 9325
botania:blue_pavement_stairs 9324
botania:blue_petal_block 8996
botania:blue_shiny_flower 8948
botania:brewery 9176
botania:brown_buried_petals 8956
botania:brown_double_flower 9020
botania:brown_floating_flower 8972
botania:brown_mushroom 9004
botania:brown_mystical_flower 8924
botania:brown_petal_block 8988
botania:brown_shiny_flower 8940
botania:bubbell 9580
botania:bubbell_chibi 9581
botania:cacophonium_block 9233
botania:cell_block 9234
botania:chiseled_blaze_quartz 9293
botania:chiseled_dark_quartz 9283
botania:chiseled_elf_quartz 9308
botania:chiseled_lavender_quartz 9298
botania:chiseled_livingrock_bricks 9109
botania:chiseled_mana_quartz 9288
botania:chiseled_metamorphic_desert_bricks 9412
botania:chiseled_metamorphic_forest_bricks 9347
botania:chiseled_metamorphic_fungal_bricks 9386
botania:chiseled_metamorphic_mesa_bricks 9438
botania:chiseled_metamorphic_mountain_bricks 9373
botania:chiseled_metamorphic_plains_bricks 9360
botania:chiseled_metamorphic_swamp_bricks 9399
botania:chiseled_metamorphic_taiga_bricks 9425
botania:chiseled_red_quartz 9303
botania:chiseled_sunny_quartz 9313
botania:clayconia 9553
botania:clayconia_chibi 9554
botania:cocoon 9240
botania:conjuration_catalyst 9164
botania:corporea_block 9218
botania:corporea_brick 9221
botania:corporea_brick_slab 9222
botania:corporea_brick_stairs 9223
botania:corporea_brick_wall 9224
botania:corporea_crystal_cube 9216
botania:corporea_funnel 9214
botania:corporea_index 9213
botania:corporea_interceptor 9215
botania:corporea_retainer 9217
botania:corporea_slab 9219
botania:corporea_stairs 9220
botania:cracked_livingrock_bricks 9110
botania:crafty_crate 9199
botania:creative_pool 9160
botania:cyan_buried_petals 8962
botania:cyan_double_flower 9026
botania:cyan_floating_flower 8978
botania:cyan_mushroom 9010
botania:cyan_mystical_flower 8930
botania:cyan_petal_block 8994
botania:cyan_shiny_flower 8946
botania:daffomill 9562
botania:dandelifeon 9478
botania:dark_quartz 9282
botania:dark_quartz_pillar 9284
botania:dark_quartz_slab 9285
botania:dark_quartz_stairs 9286
botania:daybloom_motif 9276
botania:detector_light_relay 9229
botania:diluted_pool 9161
botania:dragonstone_block 9169
botania:dreadthorn 9496
botania:dreamwood 9134
botania:dreamwood_fence 9150
botania:dreamwood_fence_gate 9151
botania:dreamwood_log 9133
botania:dreamwood_planks 9147
botania:dreamwood_planks_slab 9149
botania:dreamwood_planks_stairs 9148
botania:dreamwood_slab 9136
botania:dreamwood_stairs 9135
botania:dreamwood_wall 9137
botania:drum_canopy 9190
botania:drum_gathering 9189
botania:drum_wild 9188
botania:dry_grass 9270
botania:elementium_block 9167
botania:elf_glass 9171
botania:elf_glass_pane 9440
botania:elf_quartz 9307
botania:elf_quartz_pillar 9309
botania:elf_quartz_slab 9310
botania:elf_quartz_stairs 9311
botania:elven_spreader 9157
botania:enchanted_soil 9241
botania:enchanter 9175
botania:ender_eye_block 9206
botania:endoflame 9451
botania:entropinnyum 9463
botania:exoflame 9514
botania:fabulous_pool 9162
botania:fake_air 9237
botania:fallen_kanade 9511
botania:fel_pumpkin 9239
botania:floating_agricarnation 9519
botania:floating_agricarnation_chibi 9520
botania:floating_bellethorn 9489
botania:floating_bellethorn_chibi 9490
botania:floating_bergamute 9494
botania:floating_bubbell 9582
botania:floating_bubbell_chibi 9583
botania:floating_clayconia 9555
botania:floating_clayconia_chibi 9556
botania:floating_daffomill 9563
botania:floating_dandelifeon 9479
botania:floating_dreadthorn 9497
botania:floating_endoflame 9452
botania:floating_entropinnyum 9464
botania:floating_exoflame 9515
botania:floating_fallen_kanade 9512
botania:floating_gourmaryllis 9470
botania:floating_heisei_dream 9500
botania:floating_hopperhock 9525
botania:floating_hopperhock_chibi 9526
botania:floating_hyacidus 9548
botania:floating_hydroangeas 9449
botania:floating_jaded_amaranthus 9506
botania:floating_jiyuulia 9537
botania:floating_jiyuulia_chibi 9538
botania:floating_kekimurus 9467
botania:floating_labellia 9596
botania:floating_loonium 9560
botania:floating_manastar 9446
botania:floating_marimorphosis 9576
botania:floating_marimorphosis_chibi 9577
botania:floating_medumone 9572
botania:floating_munchdew 9461
botania:floating_narslimmus 9473
botania:floating_orechid 9509
botania:floating_orechid_ignem 9593
botania:floating_pollidisiac 9551
botania:floating_pure_daisy 9443
botania:floating_rafflowsia 9482
botania:floating_rannuncarpus 9543
botania:floating_rannuncarpus_chibi 9544
botania:floating_rosa_arcana 9458
botania:floating_shulk_me_not 9485
botania:floating_solegnolia 9588
botania:floating_solegnolia_chibi 9589
botania:floating_spectranthemum 9569
botania:floating_spectrolus 9476
botania:floating_tangleberrie 9531
botania:floating_tangleberrie_chibi 9532
botania:floating_thermalily 9455
botania:floating_tigerseye 9503
botania:floating_vinculotus 9566
botania:forest_eye 9200
botania:fork_light_relay 9230
botania:framed_dreamwood 9153
botania:framed_livingwood 9131
botania:gaia_head 9263
botania:gaia_pylon 9181
botania:gaia_spreader 9158
botania:gaia_wall_head 9262
botania:ghost_rail 9227
botania:glimmering_dreamwood 9144
botania:glimmering_dreamwood_log 9143
botania:glimmering_livingwood 9122
botania:glimmering_livingwood_log 9121
botania:glimmering_stripped_dreamwood 9146
botania:glimmering_stripped_dreamwood_log 9145
botania:glimmering_stripped_livingwood 9124
botania:glimmering_stripped_livingwood_log 9123
botania:golden_grass 9271
botania:gourmaryllis 9469
botania:gray_buried_petals 8954
botania:gray_double_flower 9018
botania:gray_floating_flower 8970
botania:gray_mushroom 9002
botania:gray_mystical_flower 8922
botania:gray_petal_block 8986
botania:gray_shiny_flower 8938
botania:green_buried_petals 8961
botania:green_double_flower 9025
botania:green_floating_flower 8977
botania:green_mushroom 9009
botania:green_mystical_flower 8929
botania:green_pavement 9332
botania:green_pavement_slab 9334
botania:green_pavement_stairs 9333
botania:green_petal_block 8993
botania:green_shiny_flower 8945
botania:heisei_dream 9499
botania:hopperhock 9523
botania:hopperhock_chibi 9524
botania:hourglass 9226
botania:hyacidus 9547
botania:hydroangeas 9448
botania:hydroangeas_motif 9278
botania:incense_plate 9225
botania:infrangible_platform 9204
botania:infused_grass 9274
botania:jaded_amaranthus 9505
botania:jiyuulia 9535
botania:jiyuulia_chibi 9536
botania:kekimurus 9466
botania:labellia 9595
botania:lavender_quartz 9297
botania:lavender_quartz_pillar 9299
botania:lavender_quartz_slab 9300
botania:lavender_quartz_stairs 9301
botania:light_blue_buried_petals 8963
botania:light_blue_double_flower 9027
botania:light_blue_floating_flower 8979
botania:light_blue_mushroom 9011
botania:light_blue_mystical_flower 8931
botania:light_blue_petal_block 8995
botania:light_blue_shiny_flower 8947
botania:light_gray_buried_petals 8953
botania:light_gray_double_flower 9017
botania:light_gray_floating_flower 8969
botania:light_gray_mushroom 9001
botania:light_gray_mystical_flower 8921
botania:light_gray_petal_block 8985
botania:light_gray_shiny_flower 8937
botania:light_launcher 9232
botania:light_relay 9228
botania:lime_buried_petals 8960
botania:lime_double_flower 9024
botania:lime_floating_flower 8976
botania:lime_mushroom 9008
botania:lime_mystical_flower 8928
botania:lime_petal_block 8992
botania:lime_shiny_flower 8944
botania:livingrock 9092
botania:livingrock_bricks 9101
botania:livingrock_bricks_slab 9103
botania:livingrock_bricks_stairs 9102
botania:livingrock_bricks_wall 9104
botania:livingrock_slab 9094
botania:livingrock_slate 9100
botania:livingrock_stairs 9093
botania:livingrock_wall 9095
botania:livingwood 9112
botania:livingwood_fence 9128
botania:livingwood_fence_gate 9129
botania:livingwood_log 9111
botania:livingwood_planks 9125
botania:livingwood_planks_slab 9127
botania:livingwood_planks_stairs 9126
botania:livingwood_slab 9114
botania:livingwood_stairs 9113
botania:livingwood_wall 9115
botania:loonium 9559
botania:magenta_buried_petals 8966
botania:magenta_double_flower 9030
botania:magenta_floating_flower 8982
botania:magenta_mushroom 9014
botania:magenta_mystical_flower 8934
botania:magenta_petal_block 8998
botania:magenta_shiny_flower 8950
botania:mana_bomb 9196
botania:mana_detector 9184
botania:mana_diamond_block 9168
botania:mana_distributor 9182
botania:mana_flame 9260
botania:mana_fluxfield 9192
botania:mana_glass 9170
botania:mana_glass_pane 9439
botania:mana_pool 9159
botania:mana_pylon 9179
botania:mana_quartz 9287
botania:mana_quartz_pillar 9289
botania:mana_quartz_slab 9290
botania:mana_quartz_stairs 9291
botania:mana_spreader 9155
botania:mana_void 9183
botania:manastar 9445
botania:manasteel_block 9165
botania:marimorphosis 9574
botania:marimorphosis_chibi 9575
botania:medumone 9571
botania:metamorphic_desert_bricks 9408
botania:metamorphic_desert_bricks_slab 9409
botania:metamorphic_desert_bricks_stairs 9410
botania:metamorphic_desert_bricks_wall 9411
botania:metamorphic_desert_cobblestone 9404
botania:metamorphic_desert_cobblestone_slab 9405
botania:metamorphic_desert_cobblestone_stairs 9406
botania:metamorphic_desert_cobblestone_wall 9407
botania:metamorphic_desert_stone 9400
botania:metamorphic_desert_stone_slab 9401
botania:metamorphic_desert_stone_stairs 9402
botania:metamorphic_desert_stone_wall 9403
botania:metamorphic_forest_bricks 9343
botania:metamorphic_forest_bricks_slab 9344
botania:metamorphic_forest_bricks_stairs 9345
botania:metamorphic_forest_bricks_wall 9346
botania:metamorphic_forest_cobblestone 9339
botania:metamorphic_forest_cobblestone_slab 9340
botania:metamorphic_forest_cobblestone_stairs 9341
botania:metamorphic_forest_cobblestone_wall 9342
botania:metamorphic_forest_stone 9335
botania:metamorphic_forest_stone_slab 9336
botania:metamorphic_forest_stone_stairs 9337
botania:metamorphic_forest_stone_wall 9338
botania:metamorphic_fungal_bricks 9382
botania:metamorphic_fungal_bricks_slab 9383
botania:metamorphic_fungal_bricks_stairs 9384
botania:metamorphic_fungal_bricks_wall 9385
botania:metamorphic_fungal_cobblestone 9378
botania:metamorphic_fungal_cobblestone_slab 9379
botania:metamorphic_fungal_cobblestone_stairs 9380
botania:metamorphic_fungal_cobblestone_wall 9381
botania:metamorphic_fungal_stone 9374
botania:metamorphic_fungal_stone_slab 9375
botania:metamorphic_fungal_stone_stairs 9376
botania:metamorphic_fungal_stone_wall 9377
botania:metamorphic_mesa_bricks 9434
botania:metamorphic_mesa_bricks_slab 9435
botania:metamorphic_mesa_bricks_stairs 9436
botania:metamorphic_mesa_bricks_wall 9437
botania:metamorphic_mesa_cobblestone 9430
botania:metamorphic_mesa_cobblestone_slab 9431
botania:metamorphic_mesa_cobblestone_stairs 9432
botania:metamorphic_mesa_cobblestone_wall 9433
botania:metamorphic_mesa_stone 9426
botania:metamorphic_mesa_stone_slab 9427
botania:metamorphic_mesa_stone_stairs 9428
botania:metamorphic_mesa_stone_wall 9429
botania:metamorphic_mountain_bricks 9369
botania:metamorphic_mountain_bricks_slab 9370
botania:metamorphic_mountain_bricks_stairs 9371
botania:metamorphic_mountain_bricks_wall 9372
botania:metamorphic_mountain_cobblestone 9365
botania:metamorphic_mountain_cobblestone_slab 9366
botania:metamorphic_mountain_cobblestone_stairs 9367
botania:metamorphic_mountain_cobblestone_wall 9368
botania:metamorphic_mountain_stone 9361
botania:metamorphic_mountain_stone_slab 9362
botania:metamorphic_mountain_stone_stairs 9363
botania:metamorphic_mountain_stone_wall 9364
botania:metamorphic_plains_bricks 9356
botania:metamorphic_plains_bricks_slab 9357
botania:metamorphic_plains_bricks_stairs 9358
botania:metamorphic_plains_bricks_wall 9359
botania:metamorphic_plains_cobblestone 9352
botania:metamorphic_plains_cobblestone_slab 9353
botania:metamorphic_plains_cobblestone_stairs 9354
botania:metamorphic_plains_cobblestone_wall 9355
botania:metamorphic_plains_stone 9348
botania:metamorphic_plains_stone_slab 9349
botania:metamorphic_plains_stone_stairs 9350
botania:metamorphic_plains_stone_wall 9351
botania:metamorphic_swamp_bricks 9395
botania:metamorphic_swamp_bricks_slab 9396
botania:metamorphic_swamp_bricks_stairs 9397
botania:metamorphic_swamp_bricks_wall 9398
botania:metamorphic_swamp_cobblestone 9391
botania:metamorphic_swamp_cobblestone_slab 9392
botania:metamorphic_swamp_cobblestone_stairs 9393
botania:metamorphic_swamp_cobblestone_wall 9394
botania:metamorphic_swamp_stone 9387
botania:metamorphic_swamp_stone_slab 9388
botania:metamorphic_swamp_stone_stairs 9389
botania:metamorphic_swamp_stone_wall 9390
botania:metamorphic_taiga_bricks 9421
botania:metamorphic_taiga_bricks_slab 9422
botania:metamorphic_taiga_bricks_stairs 9423
botania:metamorphic_taiga_bricks_wall 9424
botania:metamorphic_taiga_cobblestone 9417
botania:metamorphic_taiga_cobblestone_slab 9418
botania:metamorphic_taiga_cobblestone_stairs 9419
botania:metamorphic_taiga_cobblestone_wall 9420
botania:metamorphic_taiga_stone 9413
botania:metamorphic_taiga_stone_slab 9414
botania:metamorphic_taiga_stone_stairs 9415
botania:metamorphic_taiga_stone_wall 9416
botania:mossy_dreamwood_planks 9152
botania:mossy_livingrock_bricks 9105
botania:mossy_livingrock_bricks_slab 9107
botania:mossy_livingrock_bricks_stairs 9106
botania:mossy_livingrock_bricks_wall 9108
botania:mossy_livingwood_planks 9130
botania:munchdew 9460
botania:mutated_grass 9275
botania:narslimmus 9472
botania:natura_pylon 9180
botania:nightshade_motif 9277
botania:open_crate 9198
botania:orange_buried_petals 8958
botania:orange_double_flower 9022
botania:orange_floating_flower 8974
botania:orange_mushroom 9006
botania:orange_mystical_flower 8926
botania:orange_petal_block 8990
botania:orange_shiny_flower 8942
botania:orechid 9508
botania:orechid_ignem 9592
botania:pattern_framed_dreamwood 9154
botania:pattern_framed_livingwood 9132
botania:pink_buried_petals 8967
botania:pink_double_flower 9031
botania:pink_floating_flower 8983
botania:pink_mushroom 9015
botania:pink_mystical_flower 8935
botania:pink_petal_block 8999
botania:pink_shiny_flower 8951
botania:piston_relay 9185
botania:polished_livingrock 9096
botania:polished_livingrock_slab 9098
botania:polished_livingrock_stairs 9097
botania:polished_livingrock_wall 9099
botania:pollidisiac 9550
botania:potted_agricarnation 9521
botania:potted_agricarnation_chibi 9522
botania:potted_bellethorn 9491
botania:potted_bellethorn_chibi 9492
botania:potted_bergamute 9495
botania:potted_black_mushroom 9067
botania:potted_black_mystical_flower 9035
botania:potted_black_shiny_flower 9051
botania:potted_blue_mushroom 9076
botania:potted_blue_mystical_flower 9044
botania:potted_blue_shiny_flower 9060
botania:potted_brown_mushroom 9068
botania:potted_brown_mystical_flower 9036
botania:potted_brown_shiny_flower 9052
botania:potted_bubbell 9584
botania:potted_bubbell_chibi 9585
botania:potted_clayconia 9557
botania:potted_clayconia_chibi 9558
botania:potted_cyan_mushroom 9074
botania:potted_cyan_mystical_flower 9042
botania:potted_cyan_shiny_flower 9058
botania:potted_daffomill 9564
botania:potted_dandelifeon 9480
botania:potted_daybloom_motif 9279
botania:potted_dreadthorn 9498
botania:potted_endoflame 9453
botania:potted_entropinnyum 9465
botania:potted_exoflame 9516
botania:potted_fallen_kanade 9513
botania:potted_gourmaryllis 9471
botania:potted_gray_mushroom 9066
botania:potted_gray_mystical_flower 9034
botania:potted_gray_shiny_flower 9050
botania:potted_green_mushroom 9073
botania:potted_green_mystical_flower 9041
